id,incident_number,lat,lng,zip_code
285,180356505,37.7807565183591,-122.40703905508214,94103
286,180356505,37.7807565183591,-122.40703905508214,94103
287,180357246,37.78832797101324,-122.38888840951155,94105
288,180356470,37.70853277392244,-122.4204519988438,94134
289,180356436,37.75863240515618,-122.41905269434928,94110
290,180356436,37.75863240515618,-122.41905269434928,94110
291,180356420,37.759419804663,-122.4260365665262,94114
292,180356890,37.777226910200234,-122.42728145576407,94102
293,180356414,37.76667375518354,-122.4198279299609,94103
294,180356414,37.76667375518354,-122.4198279299609,94103
295,180356323,37.765842721337165,-122.4198145938115,94103
296,180356408,37.72286237671086,-122.44842507357885,94112
297,180356254,37.77762423892872,-122.39998111124002,94107
298,180356260,37.731489763474244,-122.47265788059235,94132
299,180356696,37.774088474589,-122.45199302287914,94117
300,180356141,37.80456518170461,-122.42181867336755,94109
301,180356191,37.758027933741396,-122.49615480746486,94122
302,180356555,37.804937543475255,-122.40423083935,94111
303,180356555,37.804937543475255,-122.40423083935,94111
304,180356163,37.78404738739541,-122.43370127779244,94115
305,180356157,37.78558043617015,-122.41285712652403,94102
306,180356248,37.78526863090873,-122.40307000084677,94103
307,180356248,37.78526863090873,-122.40307000084677,94103
308,180356743,37.767010470780036,-122.42202013701305,94103
309,180356072,37.778719262789004,-122.41474383538245,94102
310,180356072,37.778719262789004,-122.41474383538245,94102
311,180356072,37.778719262789004,-122.41474383538245,94102
312,180356351,37.7865533498473,-122.43343589717958,94115
313,180356094,37.77213154616181,-122.44487578864884,94117
314,180356000,37.798584235223515,-122.40596951381305,94133
315,180356022,37.77951316688882,-122.41265189435406,94103
316,180356022,37.77951316688882,-122.41265189435406,94103
317,180356135,37.77619162146718,-122.42276686301862,94102
318,180356135,37.77619162146718,-122.42276686301862,94102
319,180357155,37.72542585065359,-122.43415571135294,94112
320,180355892,37.7390953736683,-122.41743999623885,94110
321,180355886,37.72535426611652,-122.38736911688007,94124
322,180355886,37.72535426611652,-122.38736911688007,94124
323,180355814,37.79285087745871,-122.40277143838502,94104
324,180355814,37.79285087745871,-122.40277143838502,94104
325,180355814,37.79285087745871,-122.40277143838502,94104
326,180355858,37.778024567464065,-122.41544415988612,94103
327,180357070,37.770245197643796,-122.42566904135815,94102
328,180355789,37.78106889187813,-122.40738717209818,94103
329,180355808,37.785096096372605,-122.41275875949898,94102
330,180355723,37.711915543775376,-122.41600022790749,94134
331,180355864,37.73828383469711,-122.48510062151247,94116
332,180355676,37.73895443818643,-122.41073854825548,94110
333,180355648,37.71614600253103,-122.47027489362183,94132
334,180355604,37.743033496447694,-122.4773145176872,94116
335,180355626,37.7867259286124,-122.41275532583012,94102
336,180355842,37.721584299421565,-122.40116773299573,94134
337,180356511,37.75648641093089,-122.40653911514814,94110
338,180356511,37.75648641093089,-122.40653911514814,94110
339,180358880,37.76329419524616,-122.43403618213961,94114
340,180355698,37.76575177489603,-122.46805113040948,94122
341,180355698,37.76575177489603,-122.46805113040948,94122
342,180355610,37.79924012538323,-122.40737096526715,94133
343,180355557,37.786068836463265,-122.41464540990084,94102
344,180355557,37.786068836463265,-122.41464540990084,94102
345,180355557,37.786068836463265,-122.41464540990084,94102
346,180357133,37.803068266542326,-122.42988367426638,94123
347,180357600,37.783784821158434,-122.39893271109496,94107
348,180355541,37.73828383469711,-122.48510062151247,94116
349,180355541,37.73828383469711,-122.48510062151247,94116
350,180355488,37.71964988459894,-122.43756033164958,94112
351,180355488,37.71964988459894,-122.43756033164958,94112
352,180355472,37.78880454888901,-122.4047936419163,94108
353,180355507,37.78789035508507,-122.40104522913258,94105
354,180357177,37.783834437414136,-122.4129305220591,94102
355,180356856,37.77246824000607,-122.38951764803554,94158
356,180357337,37.80013628478799,-122.44203869477604,94123
357,180357337,37.80013628478799,-122.44203869477604,94123
358,180357268,37.796206224885815,-122.43448466735865,94123
359,180355466,37.80622142699113,-122.42384881372992,94109
360,180355381,37.713788965710386,-122.41420099569378,94134
361,180355381,37.713788965710386,-122.41420099569378,94134
362,180356812,37.76907480038466,-122.41335418701844,94103
363,180360277,37.71442663151311,-122.4771039620528,94132
364,180355256,37.78351007154212,-122.40539549393928,94103
365,180355284,37.717893399565206,-122.46894127208289,94132
366,180355284,37.717893399565206,-122.46894127208289,94132
367,180355331,37.79001766973711,-122.39256903537044,94105
368,180355535,37.7848656939526,-122.41278409650201,94102
369,180355262,37.78325837709494,-122.41838200860717,94109
370,180355955,37.775782449120484,-122.43204080558678,94117
371,180355206,37.78300379645337,-122.41241426358104,94102
372,180355143,37.7293996550875,-122.39358308109787,94124
373,180355121,37.78063128260152,-122.47564650940159,94118
374,180355193,37.78999516284216,-122.4025355797505,94104
375,180355193,37.78999516284216,-122.4025355797505,94104
376,180355080,37.775163352976286,-122.4134733313121,94103
377,180355080,37.775163352976286,-122.4134733313121,94103
378,180355080,37.775163352976286,-122.4134733313121,94103
379,180355080,37.775163352976286,-122.4134733313121,94103
380,180355080,37.775163352976286,-122.4134733313121,94103
381,180355018,37.71090095555876,-122.4126131347517,94134
382,180355018,37.71090095555876,-122.4126131347517,94134
383,180355046,37.74105755281298,-122.40647997586424,94124
384,180355074,37.74024021795073,-122.38528437369497,94124
385,180355397,37.80456518170461,-122.42181867336755,94109
386,180356577,37.76007770531371,-122.43485678021135,94114
387,180358636,37.78211725963183,-122.41984245649415,94102
388,180356618,37.78418935014246,-122.4076335207421,94103
389,180356618,37.78418935014246,-122.4076335207421,94103
390,180354907,37.76004976528089,-122.42225865348102,94110
391,180354907,37.76004976528089,-122.42225865348102,94110
392,180354929,37.783245248645855,-122.42596602474435,94109
393,180357434,37.75365987497573,-122.43544640246334,94114
394,180354935,37.80262695115396,-122.4366965345758,94123
395,180354850,37.78165428060756,-122.41550824278183,94102
396,180354850,37.78165428060756,-122.41550824278183,94102
397,180354850,37.78165428060756,-122.41550824278183,94102
398,180354888,37.76100790770381,-122.49146666049101,94122
399,180354822,37.800332417759,-122.4362159727995,94123
400,180354775,37.7859407304209,-122.41891839021832,94109
401,180354775,37.7859407304209,-122.41891839021832,94109
402,180354838,37.75223916526247,-122.41844818610124,94110
403,180354725,37.7835699386918,-122.40842111692214,94103
404,180354725,37.7835699386918,-122.40842111692214,94103
405,180354725,37.7835699386918,-122.40842111692214,94103
406,180354747,37.74371280738249,-122.42554427845047,94131
407,180355234,37.77730095260028,-122.41969772169143,94102
408,180354941,37.783991676816086,-122.40806834514827,94103
409,180354941,37.783991676816086,-122.40806834514827,94103
410,180356533,37.78120613769305,-122.3956010160286,94107
411,180354731,37.786286398764105,-122.47325710507835,94118
412,180354731,37.786286398764105,-122.47325710507835,94118
413,180354731,37.786286398764105,-122.47325710507835,94118
414,180356599,37.76355845967802,-122.47717237075098,94122
415,180354662,37.78418935014246,-122.4076335207421,94103
416,180354593,37.77465347670717,-122.40511819724941,94103
417,180354957,37.7851670875517,-122.41790397756375,94109
418,180355159,37.771133235443244,-122.45750758354083,94117
419,180354690,37.78883790561234,-122.38943257716123,94105
420,180354634,37.72096452537477,-122.45316550205352,94112
421,180354963,37.790621003369644,-122.4241383393734,94109
422,180356226,37.77837933667742,-122.44518473848811,94115
423,180354424,37.785062942166064,-122.4065209871443,94103
424,180356549,37.80577398756964,-122.41280375300019,94133
425,180355319,37.78844860197047,-122.40761288538702,94108
426,180354151,37.780906077687014,-122.41340129915474,94102
427,180354559,37.763495437314376,-122.4184862965745,94110
428,180355450,37.72211283627611,-122.47450614694249,94132
429,180354173,37.760130593168974,-122.40510230287099,94107
430,180354402,37.73232733350057,-122.44886880449499,94127
431,180354402,37.73232733350057,-122.44886880449499,94127
432,180354402,37.73232733350057,-122.44886880449499,94127
433,180354402,37.73232733350057,-122.44886880449499,94127
434,180354515,37.78651941116143,-122.41480996635676,94102
435,180354195,37.738692813983306,-122.49099238565148,94116
436,180354355,37.72977741225372,-122.40559044564229,94134
437,180354399,37.78252050599806,-122.42329022516846,94109
438,180355325,37.77451453808543,-122.45283977238887,94117
439,180356282,37.74840056927002,-122.42241557862742,94110
440,180356282,37.74840056927002,-122.42241557862742,94110
441,180356282,37.74840056927002,-122.42241557862742,94110
442,180354048,37.781267346809955,-122.43315586900265,94115
443,180357672,37.783310406701474,-122.3883798739193,94107
444,180354082,37.7689873298733,-122.39987638537905,94107
445,180357785,37.7316197690138,-122.43211192757968,94112
446,180354468,37.78596800767754,-122.40787778773269,94102
447,180353880,37.79559615136363,-122.41050106502033,94133
448,180353880,37.79559615136363,-122.41050106502033,94133
449,180353880,37.79559615136363,-122.41050106502033,94133
450,180353824,37.78404738739541,-122.43370127779244,94115
451,180353846,37.78351007154212,-122.40539549393928,94103
452,180353846,37.78351007154212,-122.40539549393928,94103
453,180353846,37.78351007154212,-122.40539549393928,94103
454,180353846,37.78351007154212,-122.40539549393928,94103
455,180353830,37.78408886803894,-122.4015609675129,94103
456,180354327,37.72677755235806,-122.46250111842458,94112
457,180354327,37.72677755235806,-122.46250111842458,94112
458,180354214,37.79359261951478,-122.39889936187551,94111
459,180354509,37.770696793086465,-122.40770214971826,94103
460,180355240,37.79943529627952,-122.4058098127197,94133
461,180353664,37.770658327348166,-122.44550661065246,94117
462,180354684,37.78997829895236,-122.4541236114821,94118
463,180354684,37.78997829895236,-122.4541236114821,94118
464,180354684,37.78997829895236,-122.4541236114821,94118
465,180353686,37.78415049158868,-122.43456373730044,94115
466,180353802,37.775420706711,-122.40340479147905,94103
467,180353802,37.775420706711,-122.40340479147905,94103
468,180353711,37.75103503216046,-122.41174706282888,94110
469,180353711,37.75103503216046,-122.41174706282888,94110
470,180353620,37.76995495034647,-122.44778307055877,94117
471,180353642,37.729415033236876,-122.38797780416797,94124
472,180353642,37.729415033236876,-122.38797780416797,94124
473,180353642,37.729415033236876,-122.38797780416797,94124
474,180353539,37.770208195917206,-122.44534678659976,94117
475,180353573,37.77620757682619,-122.42033209959268,94102
476,180353501,37.72669171703817,-122.38890440663258,94124
477,180353501,37.72669171703817,-122.38890440663258,94124
478,180353551,37.77589844620397,-122.41848056480798,94102
479,180353551,37.77589844620397,-122.41848056480798,94102
480,180353551,37.77589844620397,-122.41848056480798,94102
481,180353498,37.76971906190156,-122.4453186926697,94117
482,180355115,37.778293520129026,-122.41544875956173,94102
483,180353432,37.770658327348166,-122.44550661065246,94117
484,180353454,37.770658327348166,-122.44550661065246,94117
485,180354418,37.775420706711,-122.40340479147905,94103
486,180353476,37.775951244274886,-122.42279133102403,94102
487,180353476,37.775951244274886,-122.42279133102403,94102
488,180356050,37.776483471180455,-122.459586266903,94118
489,180353448,37.783991676816086,-122.40806834514827,94103
490,180353448,37.783991676816086,-122.40806834514827,94103
491,180353329,37.788685640357315,-122.42216348615732,94109
492,180353272,37.785073619749866,-122.41114194810076,94102
493,180353266,37.721991576894276,-122.43674976012142,94112
494,180353288,37.721991576894276,-122.43674976012142,94112
495,180353250,37.76101609120562,-122.41935017322852,94110
496,180353250,37.76101609120562,-122.41935017322852,94110
497,180353250,37.76101609120562,-122.41935017322852,94110
498,180353222,37.78750248320705,-122.4141794371901,94102
499,180353200,37.724589160901026,-122.43487054364452,94112
500,180353181,37.75633027490241,-122.39556536014139,94107
501,180353181,37.75633027490241,-122.39556536014139,94107
502,180353181,37.75633027490241,-122.39556536014139,94107
503,180353153,37.78289464509124,-122.42081833044479,94102
504,180353153,37.78289464509124,-122.42081833044479,94102
505,180354010,37.77703244359459,-122.40367144217677,94107
506,180353147,37.764977891803525,-122.42090174945592,94110
507,180353125,37.730342936363684,-122.38288898708346,94124
508,180353125,37.730342936363684,-122.38288898708346,94124
509,180353125,37.730342936363684,-122.38288898708346,94124
510,180353119,37.7487561594032,-122.4219348671669,94110
511,180359684,37.78321451900127,-122.41076876634322,94102
512,180353084,37.71427356605119,-122.46709224042239,94132
513,180355400,37.8037825925855,-122.40535579117254,94111
514,180353131,37.79231587476473,-122.41084562422678,94108
515,180353131,37.79231587476473,-122.41084562422678,94108
516,180353062,37.73167579604843,-122.3831874587039,94124
517,180353062,37.73167579604843,-122.3831874587039,94124
518,180353078,37.793538595835614,-122.39288914579751,94105
519,180353216,37.72312883067275,-122.43597721702994,94112
520,180353216,37.72312883067275,-122.43597721702994,94112
521,180353216,37.72312883067275,-122.43597721702994,94112
522,180357036,37.75507595858458,-122.41112592611167,94110
523,180357036,37.75507595858458,-122.41112592611167,94110
524,180355660,37.75716778171878,-122.41672098200384,94110
525,180353169,37.75009221322826,-122.41377774093453,94110
526,180353034,37.786834389270076,-122.4127772969902,94102
527,180353034,37.786834389270076,-122.4127772969902,94102
528,180352989,37.74982929090604,-122.41814111944034,94110
529,180352989,37.74982929090604,-122.41814111944034,94110
530,180353056,37.800913896766616,-122.41350777353708,94133
531,180353056,37.800913896766616,-122.41350777353708,94133
532,180352995,37.78382589071322,-122.45904610417796,94118
533,180352945,37.76941138494198,-122.41093275078153,94103
534,180352951,37.767948809964786,-122.42535592536271,94103
535,180355030,37.731440080612266,-122.45002660304331,94127
536,180355030,37.731440080612266,-122.45002660304331,94127
